Instance,Proba
1 864 1,0.022181
1 864 2,0.0106333
1 864 3,0.00130172
1 865 0,0.949013
1 865 1,0.0207563
1 865 2,0.0101777
1 866 0,0.945499
1 866 1,0.0222978
1 866 2,0.0108367
1 866 3,0.00134407
1 867 0,0.945713
1 867 1,0.0525798
1 867 2,0.00129363
1 885 0,0.906479
1 885 1,0.0772369
1 897 0,0.922219
1 897 1,0.0777807
1 897 2,0.0
1 897 3,0.0
1 897 4,0.0
1 915 0,0.87405
1 915 1,0.0710365
1 915 2,0.0407251
1 916 0,0.986427
1 917 0,0.878092
1 955 0,0.00678214
1 955 1,0.00210768
1 955 2,0.00226804
1 955 3,0.00259523
1 955 4,0.00322882
1 955 5,0.00425633
1 955 6,0.00595554
1 955 7,0.00878286
1 955 8,0.0145274
1 955 9,0.0271713
1 955 10,0.0528691
1 955 11,0.0956338
1 955 12,0.147314
1 955 13,0.185827
1 955 14,0.188206
1 955 15,0.152636
1 962 0,0.00910617
1 962 1,0.0660065
1 962 2,0.217976
1 962 3,0.330556
1 962 4,0.293636
1 962 5,0.0603198
1 962 6,0.00563735
1 962 7,0.00154622
1 962 8,0.00111706
1 962 9,0.00128476
1 962 10,0.000868627
1 962 11,0.00102576
1 962 12,0.00170564
1 962 13,0.00214845
1 962 14,0.0028073
1 962 15,0.0034152
1 964 0,0.849455
1 964 1,0.106953
1 964 2,0.0232052
1 964 3,0.00730229
1 964 4,0.00547138
1 965 0,0.109363
1 966 0,0.830037
1 966 1,0.144436
1 966 2,0.0247003
1 967 0,0.0827921
1 967 1,0.846666
1 968 0,0.0182137
1 968 1,0.0613565
1 968 2,0.865266
1 968 3,0.0419849
1 970 0,0.000926994
1 970 1,0.0018824
1 970 2,0.00360809
1 970 3,0.0083911
1 970 4,0.0246672
1 970 5,0.0688802
1 970 6,0.146434
1 970 7,0.218705
1 970 8,0.22518
1 970 9,0.160384
1 970 10,0.0814867
1 970 11,0.0326162
1 970 12,0.0128918
1 970 13,0.00624929
1 970 14,0.00348223
1 970 15,0.00196362
1 970 16,0.00112182
1 970 17,0.00063064
1 970 18,0.000335824
1 971 0,0.00753491
1 971 1,0.0606973
1 971 2,0.80875
1 971 3,0.110676
1 973 0,0.000218352
1 973 1,0.000641606
1 973 2,0.00157498
1 973 3,0.0032927
1 973 4,0.00720804
1 973 5,0.022397
1 973 6,0.0736441
1 973 7,0.173939
1 973 8,0.258813
1 973 9,0.236964
1 973 10,0.135725
1 973 11,0.0530363
1 973 12,0.0182061
1 973 13,0.00757456
1 973 14,0.00370083
1 973 15,0.00172849
1 973 16,0.00079496
1 973 17,0.000374537
1 974 0,0.118006
1 974 1,0.747926
1 976 0,0.835819
1 977 0,0.893615
1 978 0,0.947031
1 979 0,0.00678744
1 979 1,0.000747567
1 979 2,0.000890419
1 979 3,0.00102649
1 979 4,0.00117226
1 979 5,0.00137238
1 979 6,0.00168553
1 979 7,0.00219594
1 979 8,0.00297987
1 979 9,0.00411874
1 979 10,0.00586473
1 979 11,0.00868036
1 979 12,0.0142677
1 979 13,0.026656
1 979 14,0.0521397
1 979 15,0.0949234
1 979 16,0.146913
1 979 17,0.185897
1 979 18,0.188642
1 979 19,0.153093
1 980 0,0.946483
1 980 1,0.0217618
1 980 2,0.0105116
1 980 3,0.00124373
1 981 0,0.949203
1 981 1,0.0206109
1 981 2,0.0101435
1 982 0,0.946172
1 982 1,0.0218562
1 982 2,0.0106759
1 982 3,0.00127794
1 983 0,0.946537
1 983 1,0.052084
1 983 2,0.001045
1 995 0,0.92023
1 995 1,0.0695792
1 1001 0,0.933983
1 1001 1,0.0660171
1 1001 2,0.0
1 1001 3,0.0
1 1001 4,0.0
1 1013 0,0.892475
1 1013 1,0.0683766
1 1013 2,0.0348476
1 1014 0,0.987336
1 1015 0,0.895681
1 1031 0,0.0132021
1 1031 1,0.00751396
1 1031 2,0.00630787
1 1031 3,0.00614705
1 1031 4,0.00715473
1 1031 5,0.0109363
1 1031 6,0.0158671
1 1031 7,0.0243766
1 1031 8,0.0878452
1 1031 9,0.294421
1 1031 10,0.362473
1 1031 11,0.146021
1 1040 0,0.00871636
1 1040 1,0.000123756
1 1040 2,0.000825574
1 1040 3,0.00153449
1 1040 4,0.00156678
1 1040 5,0.00137468
1 1040 6,0.00188316
1 1040 7,0.00209681
1 1040 8,0.00404489
1 1040 9,0.00938881
1 1040 10,0.0340882
1 1040 11,0.0947275
1 1040 12,0.292019
1 1040 13,0.354114
1 1040 14,0.154382
1 1040 15,0.0363768
